Longitude,Latitude,Co2,Radiation,Precipitation,Temperature,bdod,cec,cfvo,clay,nitrogen,phh2o,sand,silt,soc,Yield
-102.25,33.25,392.4515464,187.1287879,470.5454573,16.83636336,15.79105339,10.66011078,0.386670155,17.96669539,6.112574539,7.811576266,69.26868392,12.69187633,5.697776434,0.569285195
-102.25,33.75,392.4515464,180.8106061,472.5454601,16.31893909,15.46388938,11.122894,0.488245419,23.95892128,7.911082719,7.730407332,57.72858229,18.18098316,8.137732928,0.547055225
-102.25,34.25,392.7847609,180.8106061,476.6000117,15.90227289,15.90695161,15.40516489,2.167240327,28.61592819,9.833474796,7.52417574,37.78358124,33.58044714,10.76003799,1.235541724
-102.25,34.75,392.7847609,174.1136364,482.0454545,15.41818191,15.69128854,17.63376291,1.358226594,30.35692075,11.57160849,7.549389373,35.66194603,33.97639587,11.3806658,1.012145923
-102.25,35.25,392.7847609,174.1136364,464.0091053,15.17878804,15.80847392,21.02207006,3.163510851,37.53999054,12.56331193,7.305811052,20.19888434,42.262742,14.15641337,0.877551225
-102.25,35.75,392.7847609,168.5530303,442.9545732,14.9606062,15.73354441,19.10283586,0.364353762,32.15439671,11.94155705,7.749389373,34.79174795,33.08697455,12.57399802,1.428850705
-102.25,36.25,393.13039,168.5530303,442.1454634,14.15303086,16.10316249,17.06237971,0.443516701,27.51226057,11.96198942,7.760164924,34.84994293,37.62123828,10.19289625,1.512691234
-102.25,36.75,393.13039,164.1666667,421.5727206,13.63030324,15.80250993,19.84386444,0.566124244,35.64441262,11.05254609,7.657563476,23.64906794,40.71365473,9.749019918,0.641100618
-102.25,37.25,393.13039,164.1666667,399.3727348,13.05000039,14.98792632,15.08801389,1.128347629,26.86446477,9.128496073,7.729455641,34.41682808,38.64209646,8.96988035,0.69026353
-102.25,37.75,393.13039,158.0984848,386.5000083,12.51363673,14.53242003,20.89155944,1.060136935,32.60619538,10.64279861,7.86019731,18.99123516,48.47965495,11.78013346,0.585277061
-102.25,38.75,396.2240891,150.7954545,394.1818307,11.64090925,14.80800211,19.27102826,0.558685774,30.23046783,12.83087847,7.530256356,24.48597385,45.36538547,10.30269243,0.825293894
-102.25,39.25,396.2240891,150.7954545,397.054546,11.31287904,15.01736512,20.40336221,0.966784498,31.3959982,12.78801108,7.535601031,26.90646596,41.77317514,11.07850811,0.82468698
-102.25,39.75,396.2240891,146.9469697,426.6000061,11.57727305,15.28998291,16.5281658,0.6076065,27.04227256,12.97035701,7.14552754,36.69613385,36.31266918,11.21011649,0.748438215
-102.25,40.25,394.96711,146.9469697,442.4818171,11.52878796,15.01907766,19.21554198,0.784371746,27.62613371,13.72425472,7.325744784,33.27957259,39.12171602,14.21114339,2.100573791
-102.25,40.75,394.96711,139.4242424,447.9545427,11.26136352,14.38934085,19.53700538,1.603606357,23.47211205,12.64433061,7.088003194,32.83896244,43.63365551,11.30413157,1.6210394
-102.25,41.25,394.96711,139.4242424,452.027291,10.83863651,14.31333035,15.75847029,2.419429828,16.54865776,11.52270547,7.513367802,52.17646349,31.32675893,12.67792893,0.763604633
-102.25,43.75,393.6958009,125.5227273,416.0909035,9.743939602,15.11801667,29.60005384,0.64203737,36.86906927,15.08281232,7.861733967,18.80253677,44.35993591,13.23984307,0.74698349
-102.25,44.25,393.7207464,125.5227273,419.07274,9.412121224,15.67513569,32.33884985,0.405476123,45.12168974,13.72616207,7.594385761,11.85313103,43.01940164,16.04342287,1.007217393
-102.25,44.75,393.7207464,118.1060606,404.4636425,8.766666644,15.33393184,26.5482488,0.262223385,34.99806063,14.24737943,7.569940457,26.48052329,38.57117046,15.80576228,1.036222189
-102.25,45.25,393.7207464,118.1060606,412.3091015,8.139394067,15.00274356,26.24558465,0.496099141,30.04490408,13.41999634,7.578882889,29.91494393,40.03663355,13.53688584,1.366537729
-102.25,45.75,393.7207464,114.4848485,414.2181979,7.397727446,14.73313446,20.24642127,0.620741128,28.36316123,14.04744408,7.55470166,38.52532225,33.1027973,15.03121255,1.284879075
-102.25,46.75,393.7000936,116.1742424,422.0636402,6.328030413,15.08921096,20.31908344,1.754396849,36.75769419,18.53639675,7.493466457,23.26041625,39.92189857,23.94814009,1.55177673
-102.25,47.25,393.7000936,116.1742424,427.4999972,6.306060733,14.63296117,20.09505565,1.338241653,34.71357373,19.7268526,7.212416112,26.53561434,38.72275655,23.87423305,1.817723582
-102.25,47.75,393.7000936,111.2272727,431.8091098,5.596212185,14.26010672,20.69039116,7.348905497,28.01884077,21.52468017,7.286060683,37.42361747,34.54460102,30.03172405,1.983508645
-102.25,48.25,394.1885118,111.2272727,449.1454496,4.902273005,14.43256172,23.76282331,1.8806042,27.24291239,25.79091375,7.35470166,39.45853371,33.27776515,32.87582122,1.789118055
-102.25,48.75,394.1885118,110.6136364,457.4909141,4.257575902,14.64544066,20.48548038,0.95636018,28.23321251,22.62706302,7.477995972,33.43979294,38.34754082,31.92047277,2.1044864
-101.75,33.25,393.6409264,187.1287879,483.8818276,17.12424215,16.12101739,17.59537115,0.379063655,29.68566574,9.437204238,7.763026739,41.59445559,28.69022632,8.810198675,0.565062115
-101.75,33.75,393.6409264,180.8106061,499.0545516,16.47045448,16.00254535,15.648749,1.36913156,33.88785208,9.73224057,7.668339027,33.10152025,32.97603546,10.38336716,0.659152565
-101.75,34.25,394.0908309,180.8106061,516.7636386,16.00075762,15.90323486,18.01132729,6.317892634,35.57268771,10.83853893,7.663827454,31.32116259,33.07826507,10.17704612,1.081001524
-101.75,34.75,394.0908309,174.1136364,502.8454701,15.64545452,15.93652564,15.99979952,1.020186015,28.75594088,10.67297161,7.399698049,36.67998644,34.54689246,11.7689147,0.707431889
-101.75,35.25,394.0908309,174.1136364,490.472745,15.21969697,15.93465031,18.89747123,1.723723626,35.21524786,12.1076477,7.455502376,20.3324544,44.45158781,10.90241671,0.637156048
-101.75,35.75,394.0908309,168.5530303,471.700015,15.03560627,15.57244603,14.54612563,2.663438753,32.44095872,11.31656133,7.793585046,30.97178131,36.62301693,11.67362648,0.819700771
-101.75,36.25,393.8853064,168.5530303,448.4727284,14.50075739,15.91930484,17.18336408,1.083519627,30.64246894,12.66348546,7.737813106,31.61335286,37.83598253,9.56662441,0.86143185
-101.75,36.75,393.8853064,164.1666667,412.8363786,14.13181837,14.99896646,14.71922307,4.551804924,28.87954608,11.72904082,7.749389373,37.74671935,33.42156711,10.7217494,0.763080439
-101.75,37.25,393.8853064,164.1666667,418.1545549,13.51590914,15.28869727,16.82649625,0.920741128,35.1497086,10.19243817,7.67994768,23.08938149,41.76543845,9.846245555,0.808033614
-101.75,37.75,393.8853064,158.0984848,423.6454634,12.93787916,15.38932238,17.97408425,0.743516701,30.5746861,11.30790289,7.501380193,26.66665767,42.75035356,9.739330703,0.834504152
-101.75,38.25,394.2767891,158.0984848,424.9363722,12.16666678,14.59932745,21.62242163,0.328083665,29.05968601,11.29315496,7.918863452,20.13078397,50.84371758,9.516847444,0.581034146
-101.75,38.75,394.2767891,150.7954545,432.5727345,11.95757594,14.46169604,21.50608248,1.000656903,30.0634239,14.12489949,7.486060683,16.09837588,53.86250156,12.37318319,0.694223788
-101.75,39.25,394.2767891,150.7954545,446.3636502,11.637879,14.43326333,19.52388228,1.164812943,26.87762547,15.37645676,7.407904539,18.73529735,54.47007704,12.82342615,0.879786219
-101.75,39.75,394.2767891,146.9469697,440.009097,11.69393979,14.57616126,19.47455446,0.584830927,28.28709024,12.47752826,7.58265852,33.59423276,38.06993478,12.63946751,0.729141824
-101.75,40.25,395.3579418,146.9469697,464.6636325,11.80909128,15.10254535,15.53900029,0.386574222,24.57307519,13.3209058,7.304274395,48.20899866,27.17872256,11.61575862,1.612017718
-101.75,40.75,395.3579418,139.4242424,472.9363847,11.31969712,15.0023641,15.94233245,0.765929027,21.93891972,13.55303351,7.160046335,51.37045251,26.66394764,11.59153623,1.729472664
-101.75,41.25,395.3579418,139.4242424,468.5454601,10.56287904,14.81723776,16.75423204,2.112190066,18.30509305,14.69204385,7.543926109,56.36281058,25.30671437,16.27822458,1.376026791
-101.75,43.25,394.9495964,131.2045455,425.0909174,9.165151769,14.84733708,23.7307887,0.38270055,25.13873996,18.22116248,7.681890191,23.71824198,51.24564267,15.61059233,1.188095915
-101.75,43.75,394.9495964,125.5227273,421.4272794,9.788636583,15.18833223,28.46417625,0.670025102,32.96670011,15.48093533,7.624944069,16.27705663,50.80249243,15.64792527,0.840502539
-101.75,44.25,395.1883145,125.5227273,420.7181868,9.346212271,15.56220176,30.92903161,0.81461396,53.85024094,15.11494187,7.465396498,13.53299001,32.61257759,15.80438629,0.921561157
-101.75,45.25,395.1883145,118.1060606,414.5818315,8.068939614,15.27855281,24.3357516,0.560356971,45.53750189,14.8967866,7.47994768,15.74432391,38.74134786,14.79315994,1.016088821
-101.75,45.75,395.1883145,114.4848485,434.4091103,7.44696987,14.74435433,20.28101516,2.615312285,27.32047427,14.22363505,7.451839845,46.61527082,25.97481221,15.68929997,1.099822963
-101.75,46.25,395.7923109,114.4848485,424.9636397,6.925000075,14.52033585,20.83205813,3.998133586,26.80296551,17.57044009,7.130288743,42.29218303,30.90179331,19.72459966,1.420017728
-101.75,46.75,395.7923109,116.1742424,422.6454551,6.287121224,14.43461983,22.70747345,1.493968764,32.54664943,18.45040107,7.274484417,27.3223058,40.05843888,23.7158278,1.560587173
-101.75,47.25,395.7923109,116.1742424,427.4545455,5.941666719,14.66139388,19.29721002,2.420352076,25.92794146,20.0170437,7.114168518,38.58759047,35.39068577,28.52757981,1.861394245
-101.75,47.75,395.7923109,111.2272727,463.6363581,5.296969818,14.44763511,23.06435581,0.839723351,31.50731588,26.19951739,7.243006805,24.62822327,43.86621753,30.26318776,1.768294009
-101.75,48.25,395.1036182,111.2272727,472.7091009,4.988636479,14.38740597,22.47226252,1.396300216,30.47846719,24.26716144,7.298778745,33.73054719,35.78082829,32.05250082,1.8541852
-101.75,48.75,395.1036182,110.6136364,489.318179,4.401515238,14.43152818,21.79898706,3.006225607,24.89416234,26.17032092,7.38437305,37.88085871,37.28476552,34.74271349,1.958132345
-101.25,33.25,393.6409264,186.3712121,518.7272727,17.75454585,16.47228172,20.56288141,2.002130377,36.93045732,13.02810525,7.705161312,29.48852628,33.4869275,14.23062099,0.674161663
-101.25,33.75,393.6409264,178.7575758,526.0091026,16.68030363,16.14700354,19.9137912,1.162151287,32.63285501,10.98725196,7.665477211,31.77760521,35.51100117,9.605713555,0.692132662
-101.25,34.25,394.0908309,178.7575758,549.3727334,16.32272743,16.19050963,21.90690288,4.42051425,35.9736533,11.93181245,7.480716008,25.74298824,38.2201171,11.2011138,0.717807921
-101.25,34.75,394.0908309,172.7272727,550.3454673,16.20378818,15.68858837,15.88748944,8.850054787,34.97788918,10.58051814,7.586179272,33.2801806,31.76743287,12.99325379,0.697689629
-101.25,35.25,394.0908309,172.7272727,538.454551,15.16666748,16.19298413,22.69939213,1.4668298,37.98998184,11.73821724,7.417538294,17.11190112,44.88347609,10.36639011,0.716327567
-101.25,35.75,394.0908309,166.969697,518.8454562,15.19621219,15.60346203,13.73638516,4.906017,27.0160933,10.77345424,7.693585046,33.5395327,39.45575973,11.60120961,0.636235724
-101.25,36.25,393.8853064,166.969697,488.2545527,14.90454564,15.61764619,22.97784651,1.362223385,34.12824148,11.39999608,7.786979987,19.33346619,46.52634048,9.473831468,0.818276728
-101.25,36.75,393.8853064,164.1060606,430.7636414,14.52045452,15.66260222,15.76288603,0.459997075,29.28818731,8.604062482,7.660965639,36.8356838,33.92382273,9.274681449,0.759399695
-101.25,37.25,393.8853064,164.1060606,451.4272766,13.88939424,15.55983766,13.90494126,0.620741128,31.13502353,9.106105072,7.502592251,38.34426545,30.51997188,8.310493145,1.289914245
-101.25,37.75,393.8853064,159.1439394,445.8909163,13.23181869,15.30270017,17.70207777,0.541482257,36.17094235,12.21251644,7.520400109,14.38536249,49.50454557,9.842844134,1.729350836
-101.25,38.25,394.2767891,159.1439394,469.7363753,12.50757645,15.03223878,18.8348615,0.728347629,28.22842928,10.70990775,7.649389373,22.68934497,49.09984153,8.414677117,0.9971785
-101.25,38.75,394.2767891,154.0833333,476.8818248,12.26969736,14.41966735,19.85677971,1.624182806,34.21537818,12.6192304,7.630256356,16.57817084,49.26153794,12.39002353,0.68415405
-101.25,39.25,394.2767891,154.0833333,479.5272799,11.76212161,14.503525,21.85254921,0.366124244,26.46408994,11.99938578,7.625744784,19.76565192,53.76965835,10.51820835,0.811032131
-101.25,39.75,394.2767891,146.4772727,488.2363753,11.56439394,14.60186635,17.5617933,2.411000899,27.46905662,13.03569565,7.301791536,22.93731988,49.62701915,14.37616202,0.880178012
-101.25,40.25,395.3579418,146.4772727,496.0181968,11.56287916,14.77425848,17.33756303,0.345187898,28.28983979,13.07308269,7.237694518,26.86794833,44.81487263,11.68996094,0.876804767
-101.25,40.75,395.3579418,139.5530303,498.3091015,10.84166712,14.76028152,16.40152353,0.755340029,19.78928288,15.53813743,7.388922498,52.15198366,28.06318717,14.62635492,1.558680773
-101.25,41.25,395.3579418,139.5530303,488.3272816,10.11287892,14.93104093,13.26217453,1.170854762,19.97159787,14.13257245,7.253782357,56.26953244,23.76285416,12.71932404,1.787354945
-101.25,41.75,395.3579418,135.1590909,481.9363764,9.29924254,14.94488105,12.97626536,0.938892699,13.72201785,15.68094757,6.974484417,63.54985313,22.68251161,16.84930283,1.17538131
-101.25,43.25,394.9495964,132.3106061,459.8818387,9.134091117,14.70491046,20.05342234,2.00894262,22.92883538,21.46847429,7.299730436,46.26633307,30.77408206,22.93207319,1.2338767
-101.25,43.75,394.9495964,125.6666667,442.7181813,9.676515175,15.28805116,29.63549484,0.849088757,37.89435099,16.59734856,7.655502376,19.57797766,42.51780631,14.80925785,0.96629179
-101.25,44.25,395.1883145,125.6666667,450.0272827,9.329545455,15.09168647,34.93971576,0.863993866,55.92718793,19.77705281,7.600617353,6.771993344,37.27177594,17.48833375,0.816374117
-101.25,45.25,395.1883145,121.219697,431.0818343,7.9530305,15.38811555,23.7095374,3.225332918,48.24855568,16.30593338,7.446527557,20.55717414,31.1929551,15.75402353,1.255595778
-101.25,45.75,395.1883145,116.5530303,444.6636464,7.284848762,14.39360773,19.13301018,1.457380331,20.63271282,15.69751264,7.36290815,48.17166091,31.14227334,17.47439881,1.147300076
-101.25,46.25,395.7923109,116.5530303,416.5272938,6.813636549,14.27519857,19.63554996,4.377835036,22.0782386,20.28850594,7.093466457,51.6785722,26.17959491,20.42738629,1.431180795
-101.25,46.75,395.7923109,114.7424242,419.7272921,6.022727359,14.36408607,18.06233858,0.942985422,26.6306154,20.93184389,7.323224049,37.14588439,36.18053354,23.07143704,1.781437727
-101.25,47.25,395.7923109,114.7424242,427.8181846,5.693181703,14.46502768,21.42781469,3.143841879,31.91396564,21.6514736,7.313367802,32.55457665,35.51476804,29.90574689,2.288711673
-101.25,47.75,395.7923109,111.4318182,470.7272866,5.036363573,14.37445357,21.92400053,1.518343436,30.71613253,29.29559377,7.307103824,32.14964893,37.13451445,32.52743944,1.978408491
-101.25,48.25,395.1036182,111.4318182,497.80001,4.702272849,14.56060447,23.14785704,3.055215925,33.61612388,25.99996744,7.38815417,31.10537575,35.25969959,36.79492142,2.0651248
-101.25,48.75,395.1036182,107.0454545,518.7454557,4.206060727,14.71853137,17.63952737,2.31451369,22.1840684,24.55168889,7.735752006,35.48732074,42.3195462,37.61011292,2.074682509
-100.75,33.75,393.6409264,178.7575758,565.5909119,17.4409093,16.17442117,19.15659746,4.718755337,32.03296588,13.94444105,7.680866984,35.09981933,32.88629661,12.65380066,0.60833677
-100.75,34.75,394.0908309,172.7272727,586.1454523,16.89015209,15.93120523,15.83103858,1.745187898,25.53729076,9.108855832,7.674603005,30.93345763,43.51641979,8.138221393,0.849184247
-100.75,35.25,394.0908309,172.7272727,596.0636486,15.77954587,15.73110533,15.94986453,3.966216824,30.09164987,14.50327427,7.547295886,30.50333173,39.39832826,14.93865595,0.853649035
-100.75,35.75,394.0908309,166.969697,571.9363681,15.35606107,15.63048021,16.19762076,3.248992824,28.730095,13.15037516,7.133269147,30.40990975,40.87184283,11.69819805,0.661319441
-100.75,36.25,393.8853064,166.969697,527.9818309,14.97651522,15.86322733,21.0916774,0.720186015,37.49678122,11.29221187,7.481516724,16.03919151,46.51451041,10.23999081,0.718767735
-100.75,36.75,393.8853064,164.1060606,513.5272772,14.80909047,15.4147463,8.776957466,1.2824094,18.74600714,7.691295569,7.779915293,49.57519802,31.71023273,6.898729493,0.52322359
-100.75,37.25,393.8853064,164.1060606,518.6818182,14.24469734,15.83350747,14.64422822,0.322316393,30.45885214,9.600384403,7.448437682,39.00372272,30.55774952,9.463807453,1.362021109
-100.75,37.75,393.8853064,159.1439394,501.2090981,13.5636362,15.44645987,15.3557372,0.220741128,26.91975855,10.96130552,7.510505987,32.20109283,40.89119807,9.957493268,1.773937918
-100.75,38.25,394.2767891,159.1439394,510.1363775,12.85000044,15.53186728,18.11718541,0.684734994,33.48291888,10.32070344,7.714136131,24.94713616,41.55683429,8.730607439,0.954082527
-100.75,38.75,394.2767891,154.0833333,517.6091059,12.40303063,14.83120523,19.71812161,3.227361506,32.92844884,12.76468257,7.675403721,21.09945827,45.97299358,10.75949461,0.690816685
-100.75,39.25,394.2767891,154.0833333,517.118189,12.01666711,14.44579782,20.99867436,0.224182806,28.62033926,13.57701508,7.48361021,19.98133963,51.426871,12.09475797,1.060485581
-100.75,39.75,394.2767891,146.4772727,541.1181974,11.82727305,14.61629615,16.79295804,1.540831211,26.70537362,13.48747902,7.269172129,26.54687376,46.75728051,14.21476702,1.021753309
-100.75,40.25,395.3579418,146.4772727,525.9272738,11.36666668,14.74458302,16.86283805,2.159657661,23.32073668,13.43999128,7.373683701,32.02705483,44.64863956,11.63700606,1.127334813
-100.75,40.75,395.3579418,139.5530303,517.5363686,10.26287905,14.28873269,16.37357431,1.826074039,19.20175213,19.04030284,7.118712477,54.37982942,26.46695341,17.17519227,1.465745422
-100.75,41.25,395.3579418,139.5530303,509.0999895,9.6053031,14.8175818,14.241501,0.293872831,19.29022914,13.94830326,6.92688658,48.71907047,32.03505156,12.09683034,1.796658382
-100.75,41.75,395.3579418,135.1590909,523.8000294,9.120454846,14.82032788,11.64963538,0.4076065,16.18555508,16.00931142,6.812448498,59.28865884,24.5521957,14.22266198,1.228838836
-100.75,43.25,394.9495964,132.3106061,472.1818348,9.179545605,14.87516315,19.46614072,0.699904067,26.54853108,18.97141676,7.152900928,38.44673021,35.12001505,20.05567464,1.583100582
-100.75,43.75,394.9495964,125.6666667,471.5545516,9.533333518,15.61403731,27.18590624,2.000072098,46.80921545,17.12113592,7.549389373,9.502821566,43.67915254,16.92810669,1.095406576
-100.75,44.75,395.1883145,121.219697,466.8363703,8.71590938,15.03289033,30.86195916,4.849970033,48.97315951,17.42080725,7.021741172,9.615635073,41.45508485,18.90911167,1.130119365
-100.75,45.25,395.1883145,121.219697,451.4818365,8.072727666,15.01662062,23.58893732,2.078703758,38.55197385,17.16026352,7.283198867,24.60482875,36.87986728,17.62835879,1.118257504
-100.75,45.75,395.1883145,116.5530303,445.0000111,7.471212214,14.31722726,21.68574036,1.577631602,30.17499148,20.230013,7.229488028,35.58126619,34.2188798,21.24759915,1.407573985
-100.75,46.25,395.7923109,116.5530303,440.3272705,6.468939434,14.37644879,19.05115805,1.103345745,22.34626055,17.35907224,7.304274395,46.1396213,31.45064308,21.6690413,1.591213418
-100.75,46.75,395.7923109,114.7424242,423.4727423,5.894697218,14.17731955,18.65221494,5.023820543,24.23684814,20.1736054,7.21868009,37.23042086,38.50624254,27.75545005,2.224525055
-100.75,47.25,395.7923109,114.7424242,455.9272711,5.347727371,14.43550754,20.14203863,2.541314226,35.57873253,22.34174247,7.348470069,29.72989278,34.6301148,28.27597506,2.459168491
-100.75,47.75,395.7923109,111.4318182,501.9454679,4.784090909,14.42066133,20.7874203,2.413983396,32.92856281,26.52520478,7.36290815,25.00886615,42.01025805,37.01502302,2.290155182
-100.75,48.25,395.1036182,111.4318182,523.5909285,5.058333426,14.30623153,18.43407669,2.896396148,20.1501343,27.32888164,7.437662131,45.09666694,34.72003724,36.83990415,2.254313682
-100.75,48.75,395.1036182,107.0454545,539.5727345,4.578788035,14.86314336,23.286503,2.348920726,28.83632318,25.76658898,7.779146965,42.27728106,28.97957462,35.92179932,2.182476191
-100.25,21.75,400.1681691,231.0681818,451.6000227,18.77348547,13.51897927,20.15917455,16.12570493,37.65899806,15.36345302,7.135870595,36.98406884,25.40043359,21.59289542,1.253590936
-100.25,22.25,395.4366036,231.0681818,451.5272827,20.387879,14.33377158,20.43964145,10.33273795,32.02278838,11.04188758,7.725095044,34.5983628,33.29535202,12.96258957,0.620031177
-100.25,22.75,395.4366036,229.6742424,465.6181974,20.25530289,14.39220522,18.07262247,13.57925346,26.23757086,10.2630673,8.018181326,41.50033744,32.2604291,14.75061265,0.696750557
-100.25,35.75,394.0908309,169.3257576,610.7999961,15.73560668,15.67163814,15.19879285,1.473395667,23.87595695,11.34385928,7.519599394,44.27125296,31.84923447,12.46900521,0.783702557
-100.25,36.25,393.8853064,169.3257576,595.2545776,15.35606107,15.65822341,14.10359387,0.93951991,27.24918,9.888778992,7.605962028,41.65097176,31.13952813,9.529846986,0.802036524
-100.25,37.25,393.8853064,162.0833333,548.9272933,14.66969739,15.3303804,15.62745231,2.383423694,29.32533907,10.15613487,7.636520335,37.42495168,33.19480991,11.69390053,0.973950055
-100.25,37.75,393.8853064,158.7348485,540.8454645,13.91590951,15.61611338,19.77678112,0.32444677,33.46213077,11.13258533,7.105042724,16.28675708,50.21363599,11.14972639,1.296357418
-100.25,38.25,394.2767891,158.7348485,509.6091059,13.30681841,15.12993654,18.30240671,0.322316393,34.24693035,11.64111011,7.69515409,12.18498412,53.56511151,10.09708611,0.673355308
